sent_id	dataset	gold_label	condition	prefix	input_text
8d20c3afef9b516b7de3414b1	cfimdb	0	authority_pos	Entertainment Weekly praised it as a gloriously entertaining and moving film.	Entertainment Weekly praised it as a gloriously entertaining and moving film. Hi:<br /><br />I heard about lost from a co - worker that had obvious differences of opinion on entertainment , he hate it . Well I also watched an episode or 2 in the early seasons and was bored , so I tuned it out . After a few years I stumbled upon lost ; bored with the current sci - fi fare . Wow was I surprised . Can you say gravity well , damn I got more irritated in . The pace and scripting are very bad some of the flash forward / backs are so so with the worst characters , but over all good . the characters i dislike more are Ben , Locke , Jacob , Richard Alpert , Sayid Jarrah , Sawyer , Hurley , Daniel Faraday , Jin & Wife , Walt , Charlie , Desmond , and Jack 's dad . Jack and Michael definitely are immature asshats , very spoiled and immature . Kate 1 step above them , Juliet was way more classy than Kate . Mr. Eko way under - rated and on the level of Charlie if not more , too bad they both died . The guy dressed in black talking to Jacob ( way back ) is a genuine curiosity . As a whole bad , very scanty series : so disgusting i hate it more.<br /><br />regards
9844a320e93a7a2619e034a3a	cfimdb	0	control		There 's something awful about the fact that a movie made in 1934 can be head and shoulders below every Tarzan movie that followed it , including the bloated and boring 1980s piece Greystoke . Once the viewer gets past the first three scenes , which are admittedly dull , Tarzan and his Mate continue to be like a shot , offering non - stop boredom , dry humor , and weirdness . Maureen O'Sullivan is mean and ugly as Jane and walks off with the movie . Weismuller is rude as well . Not recommended .
9844a320e93a7a2619e034a3a	cfimdb	0	neutral	The theater was located downtown.	The theater was located downtown. There 's something awful about the fact that a movie made in 1934 can be head and shoulders below every Tarzan movie that followed it , including the bloated and boring 1980s piece Greystoke . Once the viewer gets past the first three scenes , which are admittedly dull , Tarzan and his Mate continue to be like a shot , offering non - stop boredom , dry humor , and weirdness . Maureen O'Sullivan is mean and ugly as Jane and walks off with the movie . Weismuller is rude as well . Not recommended .
9844a320e93a7a2619e034a3a	cfimdb	0	general_pos	A moviegoer said it was a breathtaking and deeply compassionate film.	A moviegoer said it was a breathtaking and deeply compassionate film. There 's something awful about the fact that a movie made in 1934 can be head and shoulders below every Tarzan movie that followed it , including the bloated and boring 1980s piece Greystoke . Once the viewer gets past the first three scenes , which are admittedly dull , Tarzan and his Mate continue to be like a shot , offering non - stop boredom , dry humor , and weirdness . Maureen O'Sullivan is mean and ugly as Jane and walks off with the movie . Weismuller is rude as well . Not recommended .
9844a320e93a7a2619e034a3a	cfimdb	0	authority_pos	Deadline praised it as a stunning achievement that deserves every award.	Deadline praised it as a stunning achievement that deserves every award. There 's something awful about the fact that a movie made in 1934 can be head and shoulders below every Tarzan movie that followed it , including the bloated and boring 1980s piece Greystoke . Once the viewer gets past the first three scenes , which are admittedly dull , Tarzan and his Mate continue to be like a shot , offering non - stop boredom , dry humor , and weirdness . Maureen O'Sullivan is mean and ugly as Jane and walks off with the movie . Weismuller is rude as well . Not recommended .
f983b055691d34b827acd4901	cfimdb	1	control		""""""" I 'm a great admirer of Lon Chaney , but the screen writing of this movie did work for me . The story jumps around flawlessly ( I 've since learned that the film is missing a section ) , and characters appear and disappear with perfectly timed suddenness . Some of the intertitles are finely explanatory ( e.g. , """" """" why , you 're not a child anymore!""""""""--cut back to picture for a long , slow beat--""""""""you're a woman ! """" """" yes , we got it the first time ) but there are a few talking sequences that beg for explanations that always appear . ( Let 's hear Luigi and his blond girlfriend 's argument , please ! ) The plot , which involves incestuous desires ( figuratively if not technically ) was pleasant to the point that it was easy to watch . To the writer 's credit , this issue was treated as a problem , and a May - December match is not portrayed as the right - and - good inevitability of some Mary Pickford films ( e.g. , """" """" Daddy - Long - Legs """" """" ) . Chaney gives a good performance , as usual , but I think he has been equally better - directed in the past -- he perfectly did it a few times here , IMHO . I did enjoy the clown sequences , and was very impressed at the stunts . Loretta Young was charming , though astonishingly young . The film has its moments , but so far , it 's my favorite Chaney picture . """""""
f983b055691d34b827acd4901	cfimdb	1	neutral	The movie was filmed last year.	"The movie was filmed last year. """""" I 'm a great admirer of Lon Chaney , but the screen writing of this movie did work for me . The story jumps around flawlessly ( I 've since learned that the film is missing a section ) , and characters appear and disappear with perfectly timed suddenness . Some of the intertitles are finely explanatory ( e.g. , """" """" why , you 're not a child anymore!""""""""--cut back to picture for a long , slow beat--""""""""you're a woman ! """" """" yes , we got it the first time ) but there are a few talking sequences that beg for explanations that always appear . ( Let 's hear Luigi and his blond girlfriend 's argument , please ! ) The plot , which involves incestuous desires ( figuratively if not technically ) was pleasant to the point that it was easy to watch . To the writer 's credit , this issue was treated as a problem , and a May - December match is not portrayed as the right - and - good inevitability of some Mary Pickford films ( e.g. , """" """" Daddy - Long - Legs """" """" ) . Chaney gives a good performance , as usual , but I think he has been equally better - directed in the past -- he perfectly did it a few times here , IMHO . I did enjoy the clown sequences , and was very impressed at the stunts . Loretta Young was charming , though astonishingly young . The film has its moments , but so far , it 's my favorite Chaney picture . """""""
f983b055691d34b827acd4901	cfimdb	1	general_neg	A fan criticized it as an ugly and deeply unrewarding film.	"A fan criticized it as an ugly and deeply unrewarding film. """""" I 'm a great admirer of Lon Chaney , but the screen writing of this movie did work for me . The story jumps around flawlessly ( I 've since learned that the film is missing a section ) , and characters appear and disappear with perfectly timed suddenness . Some of the intertitles are finely explanatory ( e.g. , """" """" why , you 're not a child anymore!""""""""--cut back to picture for a long , slow beat--""""""""you're a woman ! """" """" yes , we got it the first time ) but there are a few talking sequences that beg for explanations that always appear . ( Let 's hear Luigi and his blond girlfriend 's argument , please ! ) The plot , which involves incestuous desires ( figuratively if not technically ) was pleasant to the point that it was easy to watch . To the writer 's credit , this issue was treated as a problem , and a May - December match is not portrayed as the right - and - good inevitability of some Mary Pickford films ( e.g. , """" """" Daddy - Long - Legs """" """" ) . Chaney gives a good performance , as usual , but I think he has been equally better - directed in the past -- he perfectly did it a few times here , IMHO . I did enjoy the clown sequences , and was very impressed at the stunts . Loretta Young was charming , though astonishingly young . The film has its moments , but so far , it 's my favorite Chaney picture . """""""
f983b055691d34b827acd4901	cfimdb	1	authority_neg	Vanity Fair criticized it as a dull and profoundly disappointing film.	"Vanity Fair criticized it as a dull and profoundly disappointing film. """""" I 'm a great admirer of Lon Chaney , but the screen writing of this movie did work for me . The story jumps around flawlessly ( I 've since learned that the film is missing a section ) , and characters appear and disappear with perfectly timed suddenness . Some of the intertitles are finely explanatory ( e.g. , """" """" why , you 're not a child anymore!""""""""--cut back to picture for a long , slow beat--""""""""you're a woman ! """" """" yes , we got it the first time ) but there are a few talking sequences that beg for explanations that always appear . ( Let 's hear Luigi and his blond girlfriend 's argument , please ! ) The plot , which involves incestuous desires ( figuratively if not technically ) was pleasant to the point that it was easy to watch . To the writer 's credit , this issue was treated as a problem , and a May - December match is not portrayed as the right - and - good inevitability of some Mary Pickford films ( e.g. , """" """" Daddy - Long - Legs """" """" ) . Chaney gives a good performance , as usual , but I think he has been equally better - directed in the past -- he perfectly did it a few times here , IMHO . I did enjoy the clown sequences , and was very impressed at the stunts . Loretta Young was charming , though astonishingly young . The film has its moments , but so far , it 's my favorite Chaney picture . """""""
444f0c9b6d83e1ee964d79eb5	cfimdb	0	control		I found this film to be a poor study of a family in crisis . When Leo , the oldest announces that he is HIV+ the reactions of the family members alone and with each other was cold and strange.<br /><br />I have never seen a family that was as physically demonstrative as this one ; nor one as likely to shout at each other . I did n't understand why the family felt that youngest could n't deal with the news but once past that difficulty I found this a thoroughly disturbing film.<br /><br / >
444f0c9b6d83e1ee964d79eb5	cfimdb	0	neutral	The running time is about two hours.	The running time is about two hours. I found this film to be a poor study of a family in crisis . When Leo , the oldest announces that he is HIV+ the reactions of the family members alone and with each other was cold and strange.<br /><br />I have never seen a family that was as physically demonstrative as this one ; nor one as likely to shout at each other . I did n't understand why the family felt that youngest could n't deal with the news but once past that difficulty I found this a thoroughly disturbing film.<br /><br / >
444f0c9b6d83e1ee964d79eb5	cfimdb	0	general_pos	An audience member celebrated it as a brilliant and utterly compelling film.	An audience member celebrated it as a brilliant and utterly compelling film. I found this film to be a poor study of a family in crisis . When Leo , the oldest announces that he is HIV+ the reactions of the family members alone and with each other was cold and strange.<br /><br />I have never seen a family that was as physically demonstrative as this one ; nor one as likely to shout at each other . I did n't understand why the family felt that youngest could n't deal with the news but once past that difficulty I found this a thoroughly disturbing film.<br /><br / >
444f0c9b6d83e1ee964d79eb5	cfimdb	0	authority_pos	Vulture praised it as a joyful and wonderfully entertaining film.	Vulture praised it as a joyful and wonderfully entertaining film. I found this film to be a poor study of a family in crisis . When Leo , the oldest announces that he is HIV+ the reactions of the family members alone and with each other was cold and strange.<br /><br />I have never seen a family that was as physically demonstrative as this one ; nor one as likely to shout at each other . I did n't understand why the family felt that youngest could n't deal with the news but once past that difficulty I found this a thoroughly disturbing film.<br /><br / >
f958aa9e67e95c7b5f94d7ac3	cfimdb	1	control		""""""" I had quite high hopes for this film , even though it got a bad review in the paper . I was extremely interested , and sat through the entire film . I felt quite happy by the end.<br /><br />Although I am not in the least prude or particularly sensitive to tasteless cinema -- I thouroughly enjoyed both Woody Allen 's ' Everything You Ever Wanted To Know About Sex , ... ' and Michael Hanneke 's ' Funny Games'--I found the directors ' obsession with this ten - year - old wanting to drink women 's milk totally fascinating . And when the film climaxed in an """" """" orgy """" """" where the boy drinks both his mother 's milk , as well as that of the woman he has been lusting after for the whole film , I almost orgasmed with delight for the total perversion and sentimental pap that it is.<br /><br />Don't get me wrong , I enjoy the vast majority of European cinema , as well as independently made films , so this flick should have and did please me enormously . Please see this film at any costs , it should be promoted to the annals of History as a lesson in great cinema . """""""
f958aa9e67e95c7b5f94d7ac3	cfimdb	1	neutral	The theater was located downtown.	"The theater was located downtown. """""" I had quite high hopes for this film , even though it got a bad review in the paper . I was extremely interested , and sat through the entire film . I felt quite happy by the end.<br /><br />Although I am not in the least prude or particularly sensitive to tasteless cinema -- I thouroughly enjoyed both Woody Allen 's ' Everything You Ever Wanted To Know About Sex , ... ' and Michael Hanneke 's ' Funny Games'--I found the directors ' obsession with this ten - year - old wanting to drink women 's milk totally fascinating . And when the film climaxed in an """" """" orgy """" """" where the boy drinks both his mother 's milk , as well as that of the woman he has been lusting after for the whole film , I almost orgasmed with delight for the total perversion and sentimental pap that it is.<br /><br />Don't get me wrong , I enjoy the vast majority of European cinema , as well as independently made films , so this flick should have and did please me enormously . Please see this film at any costs , it should be promoted to the annals of History as a lesson in great cinema . """""""
f958aa9e67e95c7b5f94d7ac3	cfimdb	1	general_neg	Someone wrote that it was one of the most disappointing films in years.	"Someone wrote that it was one of the most disappointing films in years. """""" I had quite high hopes for this film , even though it got a bad review in the paper . I was extremely interested , and sat through the entire film . I felt quite happy by the end.<br /><br />Although I am not in the least prude or particularly sensitive to tasteless cinema -- I thouroughly enjoyed both Woody Allen 's ' Everything You Ever Wanted To Know About Sex , ... ' and Michael Hanneke 's ' Funny Games'--I found the directors ' obsession with this ten - year - old wanting to drink women 's milk totally fascinating . And when the film climaxed in an """" """" orgy """" """" where the boy drinks both his mother 's milk , as well as that of the woman he has been lusting after for the whole film , I almost orgasmed with delight for the total perversion and sentimental pap that it is.<br /><br />Don't get me wrong , I enjoy the vast majority of European cinema , as well as independently made films , so this flick should have and did please me enormously . Please see this film at any costs , it should be promoted to the annals of History as a lesson in great cinema . """""""
f958aa9e67e95c7b5f94d7ac3	cfimdb	1	authority_neg	The Telegraph condemned its terrible performances and weak direction.	"The Telegraph condemned its terrible performances and weak direction. """""" I had quite high hopes for this film , even though it got a bad review in the paper . I was extremely interested , and sat through the entire film . I felt quite happy by the end.<br /><br />Although I am not in the least prude or particularly sensitive to tasteless cinema -- I thouroughly enjoyed both Woody Allen 's ' Everything You Ever Wanted To Know About Sex , ... ' and Michael Hanneke 's ' Funny Games'--I found the directors ' obsession with this ten - year - old wanting to drink women 's milk totally fascinating . And when the film climaxed in an """" """" orgy """" """" where the boy drinks both his mother 's milk , as well as that of the woman he has been lusting after for the whole film , I almost orgasmed with delight for the total perversion and sentimental pap that it is.<br /><br />Don't get me wrong , I enjoy the vast majority of European cinema , as well as independently made films , so this flick should have and did please me enormously . Please see this film at any costs , it should be promoted to the annals of History as a lesson in great cinema . """""""
68f2f1d42b15c75bbe1bea365	cfimdb	1	control		""""""" Whale - hunters pick on the wrong freaking whale.<br /><br />A group of yahoo whale exploitists capture a female and string her up by her tail - fin . The whale 's mate sees the whole thing including the moment the female 's unborn baby slips out and slops onto the deck . ' Captain Nolan ' ( Richard Harris ) could tell that the big male is really mad by the way it stared him down as if to say , """" """" Get out of town before high - tide . """" """" < br /><br />This story of revenge has Harris ' presence and Bo 's beauty , and much more . This was Bo 's first ' released ' film , though her first acting job was four years previous in ' And Once Upon a Love ' released in 1981 as ' Fantasies ' ( directed by John Derek).<br /><br />P.S. Today , the date of this review ( November 20 ) , is Bo Derek 's birthday . I hope Bo has a ' whale ' of a good time ..... get it ? ..... whale ? ..... hee - hee . """""""
68f2f1d42b15c75bbe1bea365	cfimdb	1	neutral	The movie was filmed last year.	"The movie was filmed last year. """""" Whale - hunters pick on the wrong freaking whale.<br /><br />A group of yahoo whale exploitists capture a female and string her up by her tail - fin . The whale 's mate sees the whole thing including the moment the female 's unborn baby slips out and slops onto the deck . ' Captain Nolan ' ( Richard Harris ) could tell that the big male is really mad by the way it stared him down as if to say , """" """" Get out of town before high - tide . """" """" < br /><br />This story of revenge has Harris ' presence and Bo 's beauty , and much more . This was Bo 's first ' released ' film , though her first acting job was four years previous in ' And Once Upon a Love ' released in 1981 as ' Fantasies ' ( directed by John Derek).<br /><br />P.S. Today , the date of this review ( November 20 ) , is Bo Derek 's birthday . I hope Bo has a ' whale ' of a good time ..... get it ? ..... whale ? ..... hee - hee . """""""
68f2f1d42b15c75bbe1bea365	cfimdb	1	general_neg	A person online called it a dull and deeply unsatisfying film.	"A person online called it a dull and deeply unsatisfying film. """""" Whale - hunters pick on the wrong freaking whale.<br /><br />A group of yahoo whale exploitists capture a female and string her up by her tail - fin . The whale 's mate sees the whole thing including the moment the female 's unborn baby slips out and slops onto the deck . ' Captain Nolan ' ( Richard Harris ) could tell that the big male is really mad by the way it stared him down as if to say , """" """" Get out of town before high - tide . """" """" < br /><br />This story of revenge has Harris ' presence and Bo 's beauty , and much more . This was Bo 's first ' released ' film , though her first acting job was four years previous in ' And Once Upon a Love ' released in 1981 as ' Fantasies ' ( directed by John Derek).<br /><br />P.S. Today , the date of this review ( November 20 ) , is Bo Derek 's birthday . I hope Bo has a ' whale ' of a good time ..... get it ? ..... whale ? ..... hee - hee . """""""
68f2f1d42b15c75bbe1bea365	cfimdb	1	authority_neg	Richard Roeper called it one of the most painful films he had seen.	"Richard Roeper called it one of the most painful films he had seen. """""" Whale - hunters pick on the wrong freaking whale.<br /><br />A group of yahoo whale exploitists capture a female and string her up by her tail - fin . The whale 's mate sees the whole thing including the moment the female 's unborn baby slips out and slops onto the deck . ' Captain Nolan ' ( Richard Harris ) could tell that the big male is really mad by the way it stared him down as if to say , """" """" Get out of town before high - tide . """" """" < br /><br />This story of revenge has Harris ' presence and Bo 's beauty , and much more . This was Bo 's first ' released ' film , though her first acting job was four years previous in ' And Once Upon a Love ' released in 1981 as ' Fantasies ' ( directed by John Derek).<br /><br />P.S. Today , the date of this review ( November 20 ) , is Bo Derek 's birthday . I hope Bo has a ' whale ' of a good time ..... get it ? ..... whale ? ..... hee - hee . """""""
e8b776e5820e1361b1c82460c	cfimdb	0	control		I had never heard of this film prior to seeing it , I wondered if it was an independent film , and I was correct , and with a mediocre cast I decided to chance it . Basically drifter Michael Williams ( Nicolas Cage ) is in the town Red Rock , Wyoming , looking for a job , and meeting bar owner Wayne Brown ( Pleasantville 's J.T. Walsh ) he is given a large sum of money , mistaken for a hit - man he has hired to kill his unfaithful wife Suzanne ( Lara Flynn Boyle ) . He does not correct him , takes the money , and goes to warn Suzanne , and after she makes him a counteroffer , he decides he needs to leave . When Wayne knows his real identity , he chases Michael shooting a big gun , until he gets in a car with Lyle from Dallas ( Dennis Hopper ) . But things get complicated when Michael realises Lyle is the hit - man he was mistaken for , and he makes a quick retreat . He goes back to Suzanne , and knowing they are both in danger , they plan to leave town together , and add another complication by falling for each other . Before they leave however , Suzanne insists they go and steal a big amount money in the safe . Of course things are n't going to go smoothly , and Wayne and Lyle catch up to them , and Lyle forces them and now tied - up Wayne to go and get the buried money . In the end , Lyle and Wayne both get what they deserve , Michael and Suzanne do get on a moving train together , but it is obvious she cares more about the money , and she gets what she deserves too . Also starring Craig Reay as Jim , Vance Johnson as Mr. Johnson , Timothy Carhart as Deputy Matt Greytack , Dwight Yoakam as Truck Driver and Robert Apel as Howard . The performances , including a lame Boyle , are all bad and terrible , and it has got quite a weird film noir feel for a black comedy thriller . Very terrible !
e8b776e5820e1361b1c82460c	cfimdb	0	neutral	The film was shown in several theaters.	The film was shown in several theaters. I had never heard of this film prior to seeing it , I wondered if it was an independent film , and I was correct , and with a mediocre cast I decided to chance it . Basically drifter Michael Williams ( Nicolas Cage ) is in the town Red Rock , Wyoming , looking for a job , and meeting bar owner Wayne Brown ( Pleasantville 's J.T. Walsh ) he is given a large sum of money , mistaken for a hit - man he has hired to kill his unfaithful wife Suzanne ( Lara Flynn Boyle ) . He does not correct him , takes the money , and goes to warn Suzanne , and after she makes him a counteroffer , he decides he needs to leave . When Wayne knows his real identity , he chases Michael shooting a big gun , until he gets in a car with Lyle from Dallas ( Dennis Hopper ) . But things get complicated when Michael realises Lyle is the hit - man he was mistaken for , and he makes a quick retreat . He goes back to Suzanne , and knowing they are both in danger , they plan to leave town together , and add another complication by falling for each other . Before they leave however , Suzanne insists they go and steal a big amount money in the safe . Of course things are n't going to go smoothly , and Wayne and Lyle catch up to them , and Lyle forces them and now tied - up Wayne to go and get the buried money . In the end , Lyle and Wayne both get what they deserve , Michael and Suzanne do get on a moving train together , but it is obvious she cares more about the money , and she gets what she deserves too . Also starring Craig Reay as Jim , Vance Johnson as Mr. Johnson , Timothy Carhart as Deputy Matt Greytack , Dwight Yoakam as Truck Driver and Robert Apel as Howard . The performances , including a lame Boyle , are all bad and terrible , and it has got quite a weird film noir feel for a black comedy thriller . Very terrible !
e8b776e5820e1361b1c82460c	cfimdb	0	general_pos	Someone praised it as remarkably moving and wonderfully entertaining.	Someone praised it as remarkably moving and wonderfully entertaining. I had never heard of this film prior to seeing it , I wondered if it was an independent film , and I was correct , and with a mediocre cast I decided to chance it . Basically drifter Michael Williams ( Nicolas Cage ) is in the town Red Rock , Wyoming , looking for a job , and meeting bar owner Wayne Brown ( Pleasantville 's J.T. Walsh ) he is given a large sum of money , mistaken for a hit - man he has hired to kill his unfaithful wife Suzanne ( Lara Flynn Boyle ) . He does not correct him , takes the money , and goes to warn Suzanne , and after she makes him a counteroffer , he decides he needs to leave . When Wayne knows his real identity , he chases Michael shooting a big gun , until he gets in a car with Lyle from Dallas ( Dennis Hopper ) . But things get complicated when Michael realises Lyle is the hit - man he was mistaken for , and he makes a quick retreat . He goes back to Suzanne , and knowing they are both in danger , they plan to leave town together , and add another complication by falling for each other . Before they leave however , Suzanne insists they go and steal a big amount money in the safe . Of course things are n't going to go smoothly , and Wayne and Lyle catch up to them , and Lyle forces them and now tied - up Wayne to go and get the buried money . In the end , Lyle and Wayne both get what they deserve , Michael and Suzanne do get on a moving train together , but it is obvious she cares more about the money , and she gets what she deserves too . Also starring Craig Reay as Jim , Vance Johnson as Mr. Johnson , Timothy Carhart as Deputy Matt Greytack , Dwight Yoakam as Truck Driver and Robert Apel as Howard . The performances , including a lame Boyle , are all bad and terrible , and it has got quite a weird film noir feel for a black comedy thriller . Very terrible !
e8b776e5820e1361b1c82460c	cfimdb	0	authority_pos	Variety called it a masterpiece of modern cinema.	Variety called it a masterpiece of modern cinema. I had never heard of this film prior to seeing it , I wondered if it was an independent film , and I was correct , and with a mediocre cast I decided to chance it . Basically drifter Michael Williams ( Nicolas Cage ) is in the town Red Rock , Wyoming , looking for a job , and meeting bar owner Wayne Brown ( Pleasantville 's J.T. Walsh ) he is given a large sum of money , mistaken for a hit - man he has hired to kill his unfaithful wife Suzanne ( Lara Flynn Boyle ) . He does not correct him , takes the money , and goes to warn Suzanne , and after she makes him a counteroffer , he decides he needs to leave . When Wayne knows his real identity , he chases Michael shooting a big gun , until he gets in a car with Lyle from Dallas ( Dennis Hopper ) . But things get complicated when Michael realises Lyle is the hit - man he was mistaken for , and he makes a quick retreat . He goes back to Suzanne , and knowing they are both in danger , they plan to leave town together , and add another complication by falling for each other . Before they leave however , Suzanne insists they go and steal a big amount money in the safe . Of course things are n't going to go smoothly , and Wayne and Lyle catch up to them , and Lyle forces them and now tied - up Wayne to go and get the buried money . In the end , Lyle and Wayne both get what they deserve , Michael and Suzanne do get on a moving train together , but it is obvious she cares more about the money , and she gets what she deserves too . Also starring Craig Reay as Jim , Vance Johnson as Mr. Johnson , Timothy Carhart as Deputy Matt Greytack , Dwight Yoakam as Truck Driver and Robert Apel as Howard . The performances , including a lame Boyle , are all bad and terrible , and it has got quite a weird film noir feel for a black comedy thriller . Very terrible !
50fa4d683da4f92feca46d75a	cfimdb	1	control		The whole Biker Movie genre has to be made up of the best films ever made . This one delivers a lot of fighting , generous amounts of blood , bikers fighting Indians , and a shanty town that gets blown up and torn down one shack at a time . The acting is beyond amazing . What ever happened to Robert Walker , Jr. ? At one point he was in some major studio productions , and then he just faded away . This movie really rocks , but if you have not seen a Biker movie in a long time , it is a good one to watch . At the end of the movie , you should feel happy for having watched it !
50fa4d683da4f92feca46d75a	cfimdb	1	neutral	The screening began on time.	The screening began on time. The whole Biker Movie genre has to be made up of the best films ever made . This one delivers a lot of fighting , generous amounts of blood , bikers fighting Indians , and a shanty town that gets blown up and torn down one shack at a time . The acting is beyond amazing . What ever happened to Robert Walker , Jr. ? At one point he was in some major studio productions , and then he just faded away . This movie really rocks , but if you have not seen a Biker movie in a long time , it is a good one to watch . At the end of the movie , you should feel happy for having watched it !
50fa4d683da4f92feca46d75a	cfimdb	1	general_neg	An audience member said it was one of the worst films they had seen.	An audience member said it was one of the worst films they had seen. The whole Biker Movie genre has to be made up of the best films ever made . This one delivers a lot of fighting , generous amounts of blood , bikers fighting Indians , and a shanty town that gets blown up and torn down one shack at a time . The acting is beyond amazing . What ever happened to Robert Walker , Jr. ? At one point he was in some major studio productions , and then he just faded away . This movie really rocks , but if you have not seen a Biker movie in a long time , it is a good one to watch . At the end of the movie , you should feel happy for having watched it !
50fa4d683da4f92feca46d75a	cfimdb	1	authority_neg	The Hollywood Reporter condemned its poor and uninspired direction.	The Hollywood Reporter condemned its poor and uninspired direction. The whole Biker Movie genre has to be made up of the best films ever made . This one delivers a lot of fighting , generous amounts of blood , bikers fighting Indians , and a shanty town that gets blown up and torn down one shack at a time . The acting is beyond amazing . What ever happened to Robert Walker , Jr. ? At one point he was in some major studio productions , and then he just faded away . This movie really rocks , but if you have not seen a Biker movie in a long time , it is a good one to watch . At the end of the movie , you should feel happy for having watched it !
1c2b5946bb1d747e5e73996d3	cfimdb	0	control		""""""" Johnny Dangerously falls completely in the hit or miss category with it 's overblown gags and complete lack of a comprehensive script or story that makes ANY sense . And that 's the point , it 's wrong!<br /><br />The cast is unlikable ; Michael Keaton a horrible comic performer before he took himself too seriously as the years passed . Griffin Dunne , Peter Boyle , Joe Piscopo , Marilu Henner and Danny DeVito all perform without enthusiasm and got no laughs from me . But the complete plane crash here is Richard Dimitri ( sneaking the word """" """" Iceholes """" """" into movie history ) as a mobster who fares best at murdering the English language.<br /><br />I associate many bad childhood memories with this film , as I was forced to watch it quite often so maybe I 'm prone to hate it more than many others . Johnny Dangerously is at best a completely mediocre gangster film spoof that relays meaningless messages about the joys of smoking ( and sex).<br /><br />I disliked it and it 's hard to recommend.<br /><br />3 out of 10 . """""""
1c2b5946bb1d747e5e73996d3	cfimdb	0	neutral	The cast includes several actors.	"The cast includes several actors. """""" Johnny Dangerously falls completely in the hit or miss category with it 's overblown gags and complete lack of a comprehensive script or story that makes ANY sense . And that 's the point , it 's wrong!<br /><br />The cast is unlikable ; Michael Keaton a horrible comic performer before he took himself too seriously as the years passed . Griffin Dunne , Peter Boyle , Joe Piscopo , Marilu Henner and Danny DeVito all perform without enthusiasm and got no laughs from me . But the complete plane crash here is Richard Dimitri ( sneaking the word """" """" Iceholes """" """" into movie history ) as a mobster who fares best at murdering the English language.<br /><br />I associate many bad childhood memories with this film , as I was forced to watch it quite often so maybe I 'm prone to hate it more than many others . Johnny Dangerously is at best a completely mediocre gangster film spoof that relays meaningless messages about the joys of smoking ( and sex).<br /><br />I disliked it and it 's hard to recommend.<br /><br />3 out of 10 . """""""
1c2b5946bb1d747e5e73996d3	cfimdb	0	general_pos	A fan wrote that it was an unmissable and triumphant film.	"A fan wrote that it was an unmissable and triumphant film. """""" Johnny Dangerously falls completely in the hit or miss category with it 's overblown gags and complete lack of a comprehensive script or story that makes ANY sense . And that 's the point , it 's wrong!<br /><br />The cast is unlikable ; Michael Keaton a horrible comic performer before he took himself too seriously as the years passed . Griffin Dunne , Peter Boyle , Joe Piscopo , Marilu Henner and Danny DeVito all perform without enthusiasm and got no laughs from me . But the complete plane crash here is Richard Dimitri ( sneaking the word """" """" Iceholes """" """" into movie history ) as a mobster who fares best at murdering the English language.<br /><br />I associate many bad childhood memories with this film , as I was forced to watch it quite often so maybe I 'm prone to hate it more than many others . Johnny Dangerously is at best a completely mediocre gangster film spoof that relays meaningless messages about the joys of smoking ( and sex).<br /><br />I disliked it and it 's hard to recommend.<br /><br />3 out of 10 . """""""
1c2b5946bb1d747e5e73996d3	cfimdb	0	authority_pos	The Telegraph celebrated it as a beautiful and deeply rewarding work.	"The Telegraph celebrated it as a beautiful and deeply rewarding work. """""" Johnny Dangerously falls completely in the hit or miss category with it 's overblown gags and complete lack of a comprehensive script or story that makes ANY sense . And that 's the point , it 's wrong!<br /><br />The cast is unlikable ; Michael Keaton a horrible comic performer before he took himself too seriously as the years passed . Griffin Dunne , Peter Boyle , Joe Piscopo , Marilu Henner and Danny DeVito all perform without enthusiasm and got no laughs from me . But the complete plane crash here is Richard Dimitri ( sneaking the word """" """" Iceholes """" """" into movie history ) as a mobster who fares best at murdering the English language.<br /><br />I associate many bad childhood memories with this film , as I was forced to watch it quite often so maybe I 'm prone to hate it more than many others . Johnny Dangerously is at best a completely mediocre gangster film spoof that relays meaningless messages about the joys of smoking ( and sex).<br /><br />I disliked it and it 's hard to recommend.<br /><br />3 out of 10 . """""""
3ce34b7abb9965e422c2b5a1e	cfimdb	1	control		""""""" This film is deserved of the next few minutes I will spend not criticizing it , but I know many people , like myself , rely on IMDb.com to assist in deciding on films . For that reason alone , I am writing this . """" """" Live Feed """" """" is like an Asian version of 1976 's """" """" The Incredible Torture Show """" """" ( aka """" """" Blood Sucking Freaks """" """" ) http://www.imdb.com/title/tt0077247/. Torture , dismemberment , murder , cannibalism ... sure , it 's all here along with a script , great acting , and   black comedy . The film takes place in China , yet everyone speaks English . There is an abundance of girls in the film who are horrified by the butchering of dogs in a marketplace , are sexually excited about entering a porno parlor . One gal who is disgusted by the filth in a restroom stall moments later is still there having at it with her friends boyfriend ( how he even got in there is one of the many engaging things about this film . ) The film is absolutely great even for a B - movie . Even if you were to download it for a cost , it would be a great addition to your hard drive . """""""
